attack,gt_uuid,status,gt_type,gt_name,our_type,our_name,type_match
fivedirections_e5_copykatz_0509,6323b871-6285-42f7-a5f2-12e96698a82f,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,cd8aa2df-662b-43fb-865e-bb9707fb104c,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Temp\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Windows\Temp\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,c5eb997f-d516-4aa2-89ab-7c5c517b0de2,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Temp\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropic",file,\Device\HarddiskVolume2\Windows\Temp\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,b849f2f5-da31-4d4f-841a-f88e8d3153b7,direct,process,"None \""C:\\Program Files\\mozilla\\firefox\\firefox.exe\"" ",process,firefox.exe,1
fivedirections_e5_copykatz_0509,14e486cd-602b-458c-8ece-ab19582bbb8a,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,495de842-ec29-45c9-b657-6b5b8554414b,direct,process,None C:\\WINDOWS\\system32\\svchost.exe -k appmodel -p -s tiledatamodelsvc,process,svchost.exe,1
fivedirections_e5_copykatz_0509,c5475cf5-56b2-4f81-b159-72989c45062d,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,ccff71c2-318b-4346-9be8-d85498505413,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\cenogenesis.rtf""}",file,\Device\HarddiskVolume2\Users\admin\Documents\cenogenesis.rtf,1
fivedirections_e5_copykatz_0509,933a09c3-04e4-4ac7-ac97-12886772ba7e,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Temp\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Windows\Temp\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,e43abfa8-3524-4a1c-892d-ec347a171736,thread→process,process,None None,process,system,1
fivedirections_e5_copykatz_0509,20be9cef-29e1-4c62-8202-db33760ff40e,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,1634298d-bcc9-4222-b83e-84c5f3bfc563,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Temp\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Windows\Temp\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,69248712-d623-4ed1-af47-d68b83b5d5eb,thread→process,process,None None,process,wmiprvse.exe,1
fivedirections_e5_copykatz_0509,77c08e8e-b78e-4663-bd4e-f216d4607e80,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Temp\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Windows\Temp\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,de72dd8e-3dd3-4175-b70d-178c10d3e2e9,thread→process,process,None None,process,services.exe,1
fivedirections_e5_copykatz_0509,c9a119fb-914d-4051-a113-972088156308,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\tropical""}",file,\Device\HarddiskVolume2\Users\admin\tropical,1
fivedirections_e5_copykatz_0509,62f756dc-0b80-4f70-9e86-42afb87c0bb8,thread→process,process,None None,process,scp.exe,1
fivedirections_e5_copykatz_0509,ad200af7-21ca-4cb3-bdc6-9725c84e03d7,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Temp\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Windows\Temp\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,02224a0f-80d5-4570-a271-bfa2b65163c1,thread→process,process,None None,process,,1
fivedirections_e5_copykatz_0509,d79481d6-3bdd-4b7e-aa98-289fc740a8a6,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,88d5efa3-adaa-4a11-92b1-4ec3ed36807a,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Program Files\\\\mozilla\\\\firefox\\\\firefox.exe""}",file,\Device\HarddiskVolume2\Program Files\mozilla\firefox\firefox.exe,1
fivedirections_e5_copykatz_0509,ff3b1e4b-ca1d-4a98-9c4c-a8f82e4f4bc4,thread→process,process,None None,process,firefox.exe,1
fivedirections_e5_copykatz_0509,5b084502-35b7-4557-904a-293199c16bcb,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\virtuous""}",file,\Device\HarddiskVolume2\Users\admin\virtuous,1
fivedirections_e5_copykatz_0509,a2bf52e1-08ba-44fe-bbba-2cff700bc85e,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omnir",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,6e9a7e66-bf34-4f21-8e8e-523338c5b529,direct,process,"None \""C:\\Program Files\\mozilla\\firefox\\firefox.exe\"" -contentproc --channel=\""7900.130.1597126596\\2004293799\"" -childID 27 -isForBrowser -intPrefs 5:50|6:-1|28:1000|33:20|34:10|43:128|44:10000|48:0|50:400|51:1|52:0|53:0|58:0|59:120|60:120|133:2|134:1|147:5000|157:0|159:0|170:10000|182:-1|187:1",process,firefox.exe,1
fivedirections_e5_copykatz_0509,0b1fe2cb-f754-4a37-871b-9a7c074293be,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,e9ac31c9-c040-4626-8210-64a39dfaf516,direct,process,"None \""C:\\Program Files\\mozilla\\firefox\\firefox.exe\"" ",process,firefox.exe,1
fivedirections_e5_copykatz_0509,5a09736e-0e1d-4373-9d9d-c19bb75d40be,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Temp\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Windows\Temp\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,cc61d6a2-ed91-4cf0-88be-3691a7de3f31,thread→process,process,None None,process,scp.exe,1
fivedirections_e5_copykatz_0509,6d608e0c-52d3-47a2-8d24-6ea391071d7c,thread→process,process,None None,process,services.exe,1
fivedirections_e5_copykatz_0509,69750037-6a16-4e39-bea6-348f5ffa706d,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropica",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,bce46760-a193-43bf-8632-cc83e6676a25,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Microsoft.NET\\\\Framework64\\\\v4.0.30319\\\\CorperfmonExt.dll""}",file,\Device\HarddiskVolume2\Windows\Microsoft.NET\Framework64\v4.0.30319\CorperfmonExt.dll,1
fivedirections_e5_copykatz_0509,c2e3472b-8fb9-41aa-98ef-c78fc694e8a0,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Temp\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Windows\Temp\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,5052de6a-c737-4f1e-9f40-ecc60558bf89,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,0f835a90-13b7-401d-834d-b574a3c6eabb,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Program Files\\\\Five Directions\\\\Acuity\\\\logs\\\\lwabeat""}",file,\Device\HarddiskVolume2\Program Files\Five Directions\Acuity\logs\lwabeat,1
fivedirections_e5_copykatz_0509,c339046c-00dc-48c4-9d31-262a945c54db,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,5b111938-39a5-4253-8400-c6cb43557dad,thread→process,process,None None,process,system,1
fivedirections_e5_copykatz_0509,47bff130-1e12-41fb-ab47-e586e1250a64,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,98a98caa-6e52-4be2-a3da-dd51230c8bd2,thread→process,process,None None,process,,1
fivedirections_e5_copykatz_0509,5ff5ae64-9094-4a54-878f-c82f8dcc4244,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\WINDOWS\\\\system32\\\\appxdeploymentserver.dll""}",file,\Device\HarddiskVolume2\WINDOWS\system32\appxdeploymentserver.dll,1
fivedirections_e5_copykatz_0509,0bb349ed-ad96-4750-98cb-6636117bc09a,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,5a9abfdf-d4a4-400b-a6fc-52186bd1aa48,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Microsoft.NET\\\\Framework64\\\\v4.0.30319\\\\CorperfmonExt.dll""}",file,\Device\HarddiskVolume2\Windows\Microsoft.NET\Framework64\v4.0.30319\CorperfmonExt.dll,1
fivedirections_e5_copykatz_0509,f40440eb-fc41-4a4b-a3ae-1fbf4acfb2e2,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Temp\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Windows\Temp\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,ddeaf7bc-c72e-4fe6-b9cb-d972e306640e,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,1b63466c-ed98-4bc0-8aa2-76cbd2576e15,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,28268df8-eac3-4c92-a5a0-96f3401cc2fc,direct,process,None C:\\WINDOWS\\system32\\wbem\\wmiprvse.exe -secured -Embedding,process,wmiprvse.exe,1
fivedirections_e5_copykatz_0509,2601b761-15b3-437f-90ad-f6de2eb3302f,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Temp\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Windows\Temp\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,160beb09-a0f7-41bc-b5f4-658cd81456a5,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,e686da04-1df1-4443-88d5-e0be9ba8316b,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\apppatch\\\\sysmain.sdb""}",file,\Device\HarddiskVolume2\Windows\apppatch\sysmain.sdb,1
fivedirections_e5_copykatz_0509,6cdad039-14a5-458f-8a64-a6df66678a15,thread→process,process,None None,process,,1
fivedirections_e5_copykatz_0509,b7bd043d-c2ac-431a-84ff-18ec40853e77,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Temp\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx""}",file,\Device\HarddiskVolume2\Windows\Temp\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,ce533e56-6c55-447c-b018-ef456e37c772,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\Temp\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Documents\\\\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omni",file,\Device\HarddiskVolume2\Windows\Temp\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Documents\Bibliotherapyunbolden Agamemnon scaleback loricata protoliturgic rekindle hogship squirrelfish extropical blaze omniregent.docx,1
fivedirections_e5_copykatz_0509,8d6b04eb-0faa-4d01-9f0d-dd925e92bcbd,MISS,file,"{""\\\\Device\\\\Afd""}",,,0
fivedirections_e5_copykatz_0509,61bbea32-b98c-495c-868c-cea4166cf785,MISS,process,None None,,,0
fivedirections_e5_dns_0517,1d4a2788-e82b-453f-83b5-ef162740adf3,direct,netflow,128.55.12.109:49890->128.55.12.167:8641,netflow,128.55.12.109:49890->128.55.12.167:8641,1
fivedirections_e5_dns_0517,b88e14e7-a3cc-4002-87bc-44881ae578df,direct,netflow,128.55.12.109:49891->128.55.12.167:8641,netflow,128.55.12.109:49891->128.55.12.167:8641,1
fivedirections_e5_dns_0517,b1bb1ca7-ddd9-4c6c-8aca-5336037283d0,direct,netflow,128.55.12.109:49892->128.55.12.167:8641,netflow,128.55.12.109:49892->128.55.12.167:8641,1
fivedirections_e5_dns_0517,6f919e05-99c3-497b-a472-9aa5d09cdee1,direct,netflow,128.55.12.109:49893->128.55.12.167:8641,netflow,128.55.12.109:49893->128.55.12.167:8641,1
fivedirections_e5_dns_0517,cd7b6788-e67c-4e7a-b7b5-3a54a8abb8ea,direct,netflow,128.55.12.109:49894->128.55.12.167:8641,netflow,128.55.12.109:49894->128.55.12.167:8641,1
fivedirections_e5_dns_0517,527b68c2-51a3-4ef2-b526-b426a8b172b6,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Windows\\\\System32\\\\drivers\\\\etc\\\\networks""}",file,\Device\HarddiskVolume2\Windows\System32\drivers\etc\networks,1
fivedirections_e5_dns_0517,1c9322c4-9415-4191-bd84-40623532677e,direct,process,"None \""C:\\Program Files\\mozilla\\firefox\\firefox.exe\"" -osint -url \""http://www.nextdaypets.com/\""",process,firefox.exe,1
fivedirections_e5_dns_0517,502247c9-ffcc-497f-b41f-0f019f11e3d5,direct,netflow,128.55.12.109:49907->128.55.12.167:8640,netflow,128.55.12.109:49907->128.55.12.167:8640,1
fivedirections_e5_dns_0517,23db6d7b-321c-417e-9145-c5d6102c5e1f,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\passwd""}",file,\Device\HarddiskVolume2\Users\admin\passwd,1
fivedirections_e5_dns_0517,118ab143-b8c7-482e-b8cd-7d4bd7d85409,thread→process,process,None None,process,msmpeng.exe,1
fivedirections_e5_dns_0517,06f462fd-5108-45ea-acad-db936fcebd83,direct,netflow,128.55.12.109:49906->128.55.12.167:8641,netflow,128.55.12.109:49906->128.55.12.167:8641,1
fivedirections_e5_drakon_0517,3cf5a281-8d0c-4f7d-85df-e1221ce80996,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Pictures\\\\DXu0yAtkCpuUTo""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Pictures\DXu0yAtkCpuUTo,1
fivedirections_e5_drakon_0517,8d1252ea-1059-4bb2-a558-3880fa606aba,thread→process,process,None None,process,firefox.exe,1
fivedirections_e5_drakon_0517,6a45dc75-69f6-44dc-9bf0-dad746a41deb,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Pictures\\\\7B4qoq3yWIKPQh""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Pictures\7B4qoq3yWIKPQh,1
fivedirections_e5_drakon_0517,4e91bd1e-b1ed-40ec-b94a-6707ab1d9359,direct,file,"{""\\\\Device\\\\HarddiskVolume2\\\\Users\\\\admin\\\\Documents\\\\Pictures\\\\PD2GziBJ2wpDwP""}",file,\Device\HarddiskVolume2\Users\admin\Documents\Pictures\PD2GziBJ2wpDwP,1
fivedirections_e5_drakon_0517,852e765f-30d1-4239-8398-b3107bc1b24e,MISS,file,"{""\\\\Device\\\\Afd""}",,,0
fivedirections_e5_drakon_0517,b890ef7a-5c86-467d-95ab-7030c9dfa7e3,MISS,process,None None,,,0
